ego_aid,name,pub_date,pub_year,title,cited_by_count,doi,wid,authors,work_type,ego_age,nb_coauthors
A5090816940,Sean A. Diehl,2021-11-16,2021,plasma vp8∗-binding antibodies in rotavirus infection and oral vaccination in young bangladeshi children,1,https://doi.org/10.1093/jpids/piab120,W4200348984,"Benjamin Lee, E. Ross Colgate, Marya P. Carmolli, Dorothy M. Dickson, Soyeon K. Gullickson, Sean A. Diehl, Rifat Ara, Masud Alam, Golam Kibria, Md. Abdul Kader, Sajia Afreen, Tahsin Ferdous, Rashidul Haque, Beth D. Kirkpatrick",article,28.0,14
A5015787795,Stephen T. Higgins,2017-02-04,2017,initial development of an e-cigarette purchase task: a mixed methods study,28,https://doi.org/10.18001/trs.3.2.2,W2586247220,"Rachel N. Cassidy, Jennifer W. Tidey, Suzanne M. Colby, Victoria M. Long, Stephen T. Higgins",article,35.0,5
A5113506566,D. G. Fletcher,2004-01-19,2004,design of boundary layer probe payload for expert program,0,,W1614923741,"Sandy Tirtey, Sébastien Paris, Olivier Chazot, D. G. Fletcher",article,17.0,4
A5002845482,Michael S. Cannizzaro,2004-07-16,2004,speech content analysis in feigned depression,6,https://doi.org/10.1023/b:jopr.0000035102.30000.a7,W2062931256,"Michael S. Cannizzaro, Nicole Reilly, Peter J. Snyder",article,13.0,3
A5023858070,Mary Cushman,2018-11-07,2018,meta-analysis of long-term risk of recurrent venous thromboembolism after stopping anticoagulation in men and women with first unprovoked venous thromboembolism,4,https://doi.org/10.1182/blood-2018-99-113589,W2908188218,"Faizan Khan, Alvi Rahman, Marc Carrier, Clive Kearon, Jeffrey I. Weitz, Sam Schulman, Françis Couturaud, Sabine Eichinger, Paul A. Kyrle, Cecilia Becattini, Giancarlo Agnelli, Timothy Brighton, Anthonie WA Lensing, Martin H. Prins, Elham Sabri, Brian Hutton, L. Pinède, Mary Cushman, Gualtiero Palareti, George A. Wells, Paolo Prandoni, Harry R. Büller, Marc Rodger",article,44.0,23
A5034453011,Eric von Wettberg,2016-08-18,2016,the use of extrafloral nectar in pest management: overcoming context dependence,45,https://doi.org/10.1111/1365-2664.12778,W2512382545,"Ian M. Jones, Suzanne Koptur, Eric von Wettberg",article,13.0,3
A5001775538,Hugh Garavan,2020-02-05,2020,the empirical replicability of task-based fmri as a function of sample size,63,https://doi.org/10.1016/j.neuroimage.2020.116601,W3004537750,"Han Bossier, Sanne Roels, Ruth Seurinck, Tobias Banaschewski, Gareth J. Barker, Arun L.W. Bokde, Erin Burke Quinlan, Sylvane Desrivières, Herta Flor, Antoine Grigis, Hugh Garavan, Penny Gowland, Andreas Heinz, Bernd Ittermann, Jean‐Luc Martinot, Éric Artiges, Frauke Nees, Dimitri Papadopoulos Orfanos, Luise Poustka, Juliane H. Fröhner Dipl-Psych, Michael N. Smolka, Henrik Walter, Robert Whelan, Günter Schumann, Beatrijs Moerkerke",article,28.0,25
A5052009391,Giuseppe A. Petrucci,2002-02-06,2002,analysis of ultrafine and organic particles by aerosol mass spectrometry,30,https://doi.org/10.1016/s0165-9936(01)00138-8,W1966005889,"Adam Hunt, Giuseppe A. Petrucci",article,62.0,2
A5014570718,Jason H. T. Bates,2014-05-16,2014,the nonallergic asthma of obesity. a matter of distal lung compliance,154,https://doi.org/10.1164/rccm.201401-0178oc,W2055956557,"Ali Abdallah Alalwan, Jason H. T. Bates, David G. Chapman, David A. Kaminsky, Michael DeSarno, Charles G. Irvin, Anne E. Dixon",article,25.0,7
A5012783921,Lesley‐Ann Dupigny‐Giroux,2017-09-24,2017,improving situational awareness for flash flood forecasting in a small urban catchment by integrating meteorological analysis into a geospatial framework,1,https://doi.org/10.1016/j.rsase.2017.09.003,W2756307615,"Lesley‐Ann Dupigny‐Giroux, John M. Goff, John Kilbride, Jeffrey D. Marshall, Sarah Leidinger, Phoebe Fooks, Megan Moir",article,19.0,7
A5010744577,Daniel E. Bentil,2006-11-27,2006,analysis of a schnute postulate-based unified growth model for model selection in evolutionary computations,8,https://doi.org/10.1016/j.biosystems.2006.11.006,W2152425285,"Daniel E. Bentil, B. Osei, C.D. Ellingwood, James P. Hoffmann",article,15.0,4
A5113777237,Robert Gramling,2023-01-05,2023,sentiment analysis of medical record notes for lung cancer patients at the department of veterans affairs,2,https://doi.org/10.1371/journal.pone.0280931,W4317987998,"Danne C. Elbers, Jennifer La, Joshua R. Minot, Robert Gramling, Mary T. Brophy, Nhan Do, Nathanael R. Fillmore, Peter Sheridan Dodds, Christopher M. Danforth",article,37.0,9
A5014570718,Jason H. T. Bates,2024-02-27,2024,effects of solriamfetol on cognition in participants with cognitive impairment associated with excessive daytime sleepiness in obstructive sleep apnea: sharp study results,0,https://doi.org/10.1016/j.sleep.2023.11.238,W4391771485,"Hans P. A. Van Dongen, E.B. Leary, Christopher L. Drake, Richard Bogan, J. Jaeger, Russell Rosenberg, Caroline Streicher, Ho‐Hyun Kwak, Jason H. T. Bates, Herriot Tabuteau",article,35.0,10
A5042896751,Seth Frietze,2018-05-02,2018,ikaros regulates b-cell tolerance,0,https://doi.org/10.4049/jimmunol.200.supp.40.14,W4313359760,"Hilde Schjerven, Princess D. Rodriguez, Danielle Hagen, Marit Rasmussen, Etapong F. Ayongaba, Seth Frietze",article,17.0,6
A5063274084,Vikas Anathy,2025-05-12,2025,perks of inhibiting pkr- like endoplasmic reticulum kinase (perk)- regulation of cytokine storm during iav infection,0,https://doi.org/10.1164/ajrccm.2025.211.abstracts.a3570,W4410271973,"M. Ruban, Amit Kumar, Joseph Walzer, Vikas Anathy",article,24.0,4
A5023858070,Mary Cushman,2000-11-22,2000,"clustering of procoagulation, inflammation, and fibrinolysis variables with metabolic factors in insulin resistance syndrome",422,https://doi.org/10.1093/aje/152.10.897,W2022158650,"Pamela A. Sakkinen, Patricia Wahl, Mary Cushman, Michael R. Lewis, Russell P. Tracy",article,26.0,5
A5077198528,Josef H. Görres,2019-05-24,2019,earthworm cocoons: the cryptic side of invasive earthworm populations,16,https://doi.org/10.1016/j.apsoil.2019.05.004,W2946566431,"Maryam Nouri-Aiin, Josef H. Görres",article,26.0,2
A5101907134,Mingruo Guo,2011-11-26,2011,formulation designs and characterisations of whey‐protein based api adhesives,17,https://doi.org/10.1108/03699421111180563,W1964622116,"Zong‐Yan Zhao, Zhenhua Gao, Wenbo Wang, Mingruo Guo",article,16.0,4
A5023858070,Mary Cushman,2025-04-02,2025,clonal hematopoiesis of indeterminate potential (chip) and incidence of venous thromboembolism in older adults,0,https://doi.org/10.1016/j.jtha.2025.03.042,W4409529032,"Seyedmohammad Saadatagah, R Kim, Senthil Sukumar, Md Mesbah Uddin, Aaron R. Folsom, Mary Cushman, Weihong Tang, Pradeep Natarajan, Christie M. Ballantyne, Pamela L. Lutsey, Ang Li",article,51.0,11
A5001775538,Hugh Garavan,2012-07-09,2012,brain networks subserving fixed versus performance-adjusted delay stop trials in a stop signal task,16,https://doi.org/10.1016/j.bbr.2012.07.023,W2047243660,"Mira Fauth‐Bühler, Mischa de Rover, Katya Rubia, Hugh Garavan, Sanja Abbott, Luke Clark, Sabine Vollstädt‐Klein, Karl Mann, Günter Schumann, Trevor W. Robbins",article,20.0,10
A5001775538,Hugh Garavan,2007-10-07,2007,dissociable mechanisms of cognitive control in prefrontal and premotor cortex,242,https://doi.org/10.1152/jn.00685.2007,W2152499679,"Chris Chambers, Mark A. Bellgrove, Ian C. Gould, Therese English, Hugh Garavan, Elizabeth McNaught, Marc R. Kamke, Jason B. Mattingley",article,15.0,8
A5014700972,Harold L. Dauerman,2013-06-16,2013,emergency department bypass for st-segment–elevation myocardial infarction patients identified with a prehospital electrocardiogram,113,https://doi.org/10.1161/circulationaha.113.002339,W1995345719,"Akshay Bagai, James G. Jollis, Harold L. Dauerman, S. Andrew Peng, Ivan C. Rokos, Eric Bates, William J. French, Christopher B. Granger, Matthew T. Roe",article,17.0,9
A5088601829,Kalev Freeman,2022-10-03,2022,estradiol provokes hypercoagulability and affects fibrin biology: a mechanistic exploration of sex dimorphisms in coagulation,10,https://doi.org/10.1097/ta.0000000000003822,W4317927751,"Julia R. Coleman, Ernest E. Moore, Lauren R. Schmitt, Kirk C. Hansen, Nathan Dow, Kalev Freeman, Mitchell J. Cohen, Christopher C. Silliman",article,34.0,8
A5079985070,Rachelle K. Gould,2025-05-19,2025,environmental degradation does not induce cortisol-measured stress in environmentally aware participants,0,https://doi.org/10.1371/journal.pone.0322464,W4410190875,"Rachelle K. Gould, Katrina Moreau, Brendan Fisher, David González-Jiménez, Christine Vatovec",article,30.0,5
A5014700972,Harold L. Dauerman,2025-05-23,2025,or1-24 | impact of travel distance to pci center on st-elevation myocardial infarction outcomes: insights from northern new england cardiovascular disease study group,0,https://doi.org/10.1016/j.jscai.2025.102675,W4410011689,"Tanush Gupta, Raihan Kabir, Andres Cordova Sanchez, Yiwei Li, Cathy S. Ross, James T. DeVries, James M. Flynn, David Butzel, Ansar Hassan, Harold L. Dauerman",article,29.0,10
A5025702790,Ira M. Bernstein,2022-03-13,2022,placental maternal vascular malperfusion is associated with prepregnancy and early pregnancy maternal cardiovascular and thrombotic profiles,6,https://doi.org/10.3390/reprodmed3010006,W4220987879,"Carole McBride, Ira M. Bernstein, Amelia Sybenga, Kelley C. McLean, Thomas Orfeo, Maria Cristina Bravo",article,35.0,6
A5110213117,Adrian Ivakhiv,2023-03-08,2023,vantage points,0,https://doi.org/10.3167/turba.2023.020104,W4381295307,"Adrian Ivakhiv, Alevtina Kakhidze, Sigrid Gareis, Jay Pather, Charulatha Mani, Elad Lapidot, Can Dündar, Andi Teichmann, Sandeep Bhagwati",article,32.0,9
A5074235895,Marilyn J. Cipolla,1996-01-12,1996,comparative efficacy of oral ibuprofen arginine and intramuscular ketorolac in patients with postoperative pain,13,https://doi.org/10.2165/00044011-199600111-00004,W2071404978,"D Laveneziana, Antonella Riva, Mattia Bonazzi, Marilyn J. Cipolla, Silvana Migliavacca",article,16.0,5
A5023858070,Mary Cushman,2024-03-21,2024,"cytokines, c-reactive protein, and risk of incident hypertension in the regards study",8,https://doi.org/10.1161/hypertensionaha.123.22714,W4392852586,"Timothy B. Plante, Stephen P. Juraschek, George Howard, Virginia J. Howard, Russell P. Tracy, Nels C. Olson, Suzanne E. Judd, Debora Kamin Mukaz, Neil A. Zakai, D. Leann Long, Mary Cushman",article,50.0,11
A5070253378,Alicia M. Ebert,2023-12-06,2023,"<scp>crk</scp> and <scp>nck</scp> adaptors may functionally overlap in zebrafish neurodevelopment, as indicated by common binding partners and overlapping expression patterns",0,https://doi.org/10.1002/1873-3468.14781,W4389425813,"Helaina R. Stergas, Maeve Dillon‐Martin, Caroline Dumas, Nicole Hansen, Francesca Carasi-Schwartz, Alex R. D'Amico, Kylie M. Finnegan, Uatchet Juch, Keeley R. Kane, Isabel E. Kaplan, Madeline L. Masengarb, Marina E. Melero, Lauren E. Meyer, Conrad R. Sacher, Evan A. Scriven, Alicia M. Ebert, Bryan A. Ballif",article,18.0,17
A5112965505,Nick Cheney,2020-01-19,2020,morphology dictates learnability in neural controllers,5,https://doi.org/10.1162/isal_a_00243,W3043665237,"Joshua Powers, Ryan Grindle, Sam Kriegman, L. Frati, Nick Cheney, Josh Bongard",article,7.0,6
A5050393620,Bin Deng,2010-07-31,2010,study of the individual cytochrome b5 and cytochrome b5 reductase domains of ncb5or reveals a unique heme pocket and a possible role of the cs domain,38,https://doi.org/10.1074/jbc.m110.120329,W2034720893,"Bin Deng, Sudharsan Parthasarathy, Wenfang Wang, Brian R. Gibney, K.P. Battaile, Scott Lovell, David R. Benson, Hao Zhu",article,15.0,8
A5041409879,Julia Perdrial,2022-10-29,2022,winter runoff events pose an unquantified continental-scale risk of high wintertime nutrient export,23,https://doi.org/10.1088/1748-9326/ac8be5,W4302362795,"Erin Seybold, Ravindra Dwivedi, K. N. Musselman, Dustin W. Kincaid, Andrew W. Schroth, Aimée T. Classen, Julia Perdrial, E. Carol Adair",article,14.0,8
A5014570718,Jason H. T. Bates,1997-01-02,1997,a distributed nonlinear model of lung tissue elasticity,143,https://doi.org/10.1152/jappl.1997.82.1.32,W2179744587,"Geoffrey N. Maksym, Jason H. T. Bates",article,8.0,2
A5040283299,Bruce D. Beynnon,1994-11-25,1994,determination of a zero strain reference for the anteromedial band of the anterior cruciate ligament,92,https://doi.org/10.1002/jor.1100120606,W2135542311,"Braden C. Fleming, Bruce D. Beynnon, Harukazu Tohyama, Robert J. Johnson, C E Nichols, Per A.F.H. Renström, Malcolm H. Pope",article,8.0,7
A5008146559,Mandar M. Dewoolkar,2017-07-12,2017,quantifying streambank movement and topography using unmanned aircraft system photogrammetry with comparison to terrestrial laser scanning,37,https://doi.org/10.1002/rra.3183,W2737615561,"Scott D. Hamshaw, Thomas Bryce, Donna M. Rizzo, Jarlath O’Neil‐Dunne, Jeff Frolík, Mandar M. Dewoolkar",article,22.0,6
A5053327116,Mads Almassalkhi,2016-06-19,2016,incorporating storage as a flexible transmission asset in power system operation procedure,10,https://doi.org/10.1109/pscc.2016.7540964,W2511725835,"Mads Almassalkhi, Yury Dvorkin, Jennifer Marley, Ricardo Fernández‐Blanco, Ian A. Hiskens, Daniel S. Kirschen, Jonathon Martin, Hrvoje Pandžić, Ting Qiu, Mushfiqur R. Sarker, Maria Vrakopoulou, Yishen Wang, Mengran Xue",article,5.0,13
A5081119848,Janet L. Stein,2009-04-05,2009,"the osteogenic transcription factor runx2 controls genes involved in sterol/steroid metabolism, including cyp11a1 in osteoblasts",51,https://doi.org/10.1210/me.2008-0270,W2169858408,"Nadiya M. Teplyuk, Ying Zhang, Yang Lou, John R. Hawse, Mohammad Q. Hassan, Viktor I. Teplyuk, Jitesh Pratap, Mario Galindo, Janet L. Stein, Gary S. Stein, Jane B. Lian, André J. van Wijnen",article,45.0,12
A5002034958,Christopher M. Danforth,2023-01-02,2023,park visitation and walkshed demographics in the united states,0,https://doi.org/10.48550/arxiv.2305.12160,W4377866522,"Kelsey Linnell, Mikaela Irene Fudolig, Laura Bloomfield, Thomas McAndrew, Taylor H. Ricketts, Jarlath O’Neil‐Dunne, Peter Sheridan Dodds, Christopher M. Danforth",preprint,17.0,8
A5081119848,Janet L. Stein,1992-03-04,1992,expression of heat shock genes during differentiation of mammalian osteoblasts and promyelocytic leukemia cells,154,https://doi.org/10.1002/jcb.240480308,W1998899866,"Abdul Rauf Shakoori, Annette M. Oberdorf, Thomas A. Owen, Lee A. Weber, Eileen Hickey, Janet L. Stein, Jane B. Lian, Gary S. Stein",article,28.0,8
A5049274599,Jonathan E. Boyson,1997-08-28,1997,identification and sequence analysis of mhc class i mrna in the rhesus macaque placenta,0,https://doi.org/10.1016/s0165-0378(97)90444-7,W2055084075,"Leslie A. Knapp, Jonathan E. Boyson, Igor I. Slukvin, Thaddeus G. Golos, David I. Watkins",article,6.0,5
A5031362021,Jane B. Lian,2023-04-08,2023,supplementary figure 2 from mitotically-associated lncrna (mancr) affects genomic stability and cell division in aggressive breast cancer,0,https://doi.org/10.1158/1541-7786.22513584,W4362528939,"Kirsten M. Tracy, Coralee E. Tye, Prachi N. Ghule, Heidi L.H. Malaby, Jason Stumpff, Janet L. Stein, Gary S. Stein, Jane B. Lian",preprint,51.0,8
A5051985654,Keith B. Burt,2010-06-05,2010,competence and psychopathology: cascade effects in the nichd study of early child care and youth development,157,https://doi.org/10.1017/s0954579410000271,W2059831560,"Keith B. Burt, Glenn I. Roisman",article,27.0,2
A5063974887,Donna J. Toufexis,2018-10-09,2018,female rats express habitual behavior earlier in operant training than males.,28,https://doi.org/10.1037/bne0000282,W2898182668,"Hannah L. Schoenberg, Emily X Sola, Ellen Seyller, Michael A. Kelberman, Donna J. Toufexis",article,22.0,5
A5025702790,Ira M. Bernstein,2014-06-04,2014,incentive-based treatment for pregnant smokers,0,https://doi.org/10.1016/j.drugalcdep.2014.02.257,W2054701034,"Stephen T. Higgins, Yukiko Washio, Alexa A. Lopez, Sarah H. Heil, Laura J. Solomon, M Lynch, Jennifer D. Hanson, Tara Higgins, Joan M. Skelly, Ira M. Bernstein",article,27.0,10
A5058128585,Caroline Beer,2007-10-15,2007,"federalism, fiscal authority, and centralization in latin america<i>federalism, fiscal authority, and centralization in latin america</i>. by alberto diaz-cayeros. (cambridge university press, 2006.)",0,https://doi.org/10.1111/j.1468-2508.2007.00628.x,W2039071752,Caroline Beer,article,6.0,1
A5089482475,Robert R. Althoff,2020-10-05,2020,pediatric bipolar disorder and severe emotional dysregulation: new research findings,0,https://doi.org/10.1016/j.jaac.2020.07.711,W4205525838,"Janet Wozniak, Robert R. Althoff",article,22.0,2
A5014853497,Rebecca M. Callahan,2023-12-08,2023,moving the needle for ever-els?: advanced math course taking and college enrollment,1,https://doi.org/10.1080/19313152.2023.2289290,W4389435032,"Rebecca M. Callahan, Lauren Schudde, Kimberly Pack-Cosme",article,20.0,3
A5033621367,Theodore J. Angelopoulos,2008-07-01,2008,allometric scaling of isometric biceps strength in adult females and the effect of body mass index,25,https://doi.org/10.1007/s00421-008-0819-2,W2147992921,"Robert F. Zoeller, Eric D. Ryan, Heather Gordish‐Dressman, Thomas B. Price, Richard L. Seip, Theodore J. Angelopoulos, Niall M. Moyna, Paul M. Gordon, Paul D. Thompson, Eric P. Hoffman",article,22.0,10
A5091823137,Trishnee Bhurosy,2021-04-22,2021,correction: association between state indoor tanning legislation and google search trends data in the united states from 2006 to 2019: time-series analysis,0,https://doi.org/10.2196/29516,W4230578639,"Carolyn J. Heckman, Yong Lin, Mary Riley, Yaqun Wang, Trishnee Bhurosy, Anna Mitarotondo, Baichen Xu, Jerod L. Stapleton",article,8.0,8
A5065504214,Eva Wollenberg,2014-12-28,2014,lessons in theory of change from a series of regional planning workshops,2,,W2108687845,"Tonya Schuetz, Wiebke Förch, Philip K. Thornton, Eva Wollenberg, James Hansen, Andy Jarvis, Kevin Coffey, Osana Bonilla‐Findji, Pramod Aggarwal, Leocadio S. Sebastian, Robert B. Zougmoré, James Kinyangi, Sonja Vermeulen, Maren Radeny, Abdoulaye S. Moussa, Asa Jose U. Sajise, Arun Khatri‐Chhetri, Meryl Richards, Christine Jost, A. Jay, Ana María Loboguerrero, Deissy Martínez- Barón",article,23.0,22
A5026763824,David C. Jangraw,2012-08-24,2012,rapid coding of novelty-induced orienting in the parietal lobe,0,https://doi.org/10.1167/12.9.170,W2090502207,"Nicholas C. Foley, C. J. Peck, David C. Jangraw, Jacqueline Gottlieb",article,34.0,4
A5063974887,Donna J. Toufexis,2023-12-09,2023,levonorgestrel maintains goal-directed behavior in habit-trained intact female rats,0,https://doi.org/10.1016/j.yhbeh.2023.105468,W4389767556,"Sarah VonDoepp, Zaidan Mohammed, Russell Dougherty, Ella Hilton-Vanosdall, Sam Charette, A. Kraus, Sarah Van Horn, Adrianna Quirk, Donna J. Toufexis",article,27.0,9
A5058304577,Anthony W. D’Amato,2019-01-21,2019,new hybrid protected lands layer for vermont conservation design analysis (february 2019),0,,W3012987937,"Carolyn D. Loeb, Anthony W. D’Amato",article,17.0,2
A5052009391,Giuseppe A. Petrucci,1991-04-25,1991,reduction of matrix effects in laser-enhanced ionization by using a coiled cathode,1,https://doi.org/10.1021/ac00007a011,W2065074492,"Nancy J. Szabo, Howard W. Latz, Giuseppe A. Petrucci, J. D. Winefordner",article,51.0,4
A5014700972,Harold L. Dauerman,2016-07-25,2016,the effect of high-risk st elevation myocardial infarction transfer patients on risk-adjusted in-hospital mortality: a report from the american heart association mission: lifeline program,5,https://doi.org/10.1016/j.ahj.2016.07.010,W2495241150,"Michael C. Kontos, Tracy Y. Wang, Anita Y. Chen, Eric Bates, Harold L. Dauerman, Timothy D. Henry, Steven V. Manoukian, Matthew T. Roe, Robert E. Suter, Laine Thomas, William J. French",article,20.0,11
A5058304577,Anthony W. D’Amato,2013-06-05,2013,tree growth and competition in an old‐growth<i><scp>p</scp>icea abies</i>forest of boreal<scp>s</scp>weden: influence of tree spatial patterning,86,https://doi.org/10.1111/jvs.12096,W2097596476,"Shawn Fraver, Anthony W. D’Amato, John B. Bradford, Bengt Gunnar Jonsson, Mari Jönsson, Per‐Anders Esseen",article,11.0,6
A5113777237,Robert Gramling,1996-10-05,1996,environmental sociology: toward a paradigm for the 21st century,28,https://doi.org/10.1080/02732173.1996.9982141,W2069956809,"Robert Gramling, William R. Freudenburg",article,10.0,2
A5020783528,Yvonne M. W. Janssen‐Heininger,2011-07-31,2011,"influenza induces endoplasmic reticulum stress, caspase-12–dependent apoptosis, and c-jun n-terminal kinase–mediated transforming growth factor–β release in lung epithelial cells",123,https://doi.org/10.1165/rcmb.2010-0460oc,W2025534153,"Elle C. Roberson, Jane E. Tully, Amy S. Guala, Jessica N. Reiss, Karolyn Godburn, Derek Pociask, John F. Alcorn, David W. H. Riches, Oliver Dienz, Yvonne Janssen‐Heininger, Vikas Anathy",article,12.0,11
A5040283299,Bruce D. Beynnon,2005-06-30,2005,stabilizing effects of ankle bracing under a combination of inversion and axial compression loading,11,https://doi.org/10.1007/s00167-005-0652-7,W2128107276,"Harukazu Tohyama, Kazunori Yasuda, Bruce D. Beynnon, Per A.F.H. Renström",article,19.0,4
A5081523526,Terrence P. Delaney,1995-01-04,1995,chrysophyte algae,29,https://doi.org/10.1017/cbo9780511752292,W4301891270,"Craig D. Sandgren, Craig D. Sandgren, Craig D. Sandgren, Jørgen Kristiansen, Terrence P. Delaney, Hans Rudolf Preisig, Øjvind Moestrup, John A. Raven, Dale A. Holen, B. S. C. Leadbeater, Richard Wetherbee, Kenneth H. Nicholls, Pertti Eloranta, Peter A. Siver, Craig D. Sandgren, John P. Smol, Gertrud Cronberg, Brigitte Martin-Wagenmann, Charles J. O’Kelly, Daniel E. Wujek",book,6.0,20
A5005500349,Terence Cuneo,2003-06-04,2003,reidian moral perception,16,https://doi.org/10.1080/00455091.2003.10716542,W2521606888,Terence Cuneo,article,19.0,1
A5085232359,Nicholas J. Gotelli,2008-12-12,2008,a consumer's guide to nestedness analysis,790,https://doi.org/10.1111/j.1600-0706.2008.17053.x,W2015706867,"Werner Ulrich, Mário Almeida‐Neto, Nicholas J. Gotelli",article,26.0,3
A5031362021,Jane B. Lian,1992-07-22,1992,overlapping and cpg methylation-sensitive protein-dna interactions at the histone h4 transcriptional cell cycle domain: distinctions between two human h4 gene promoters.,80,https://doi.org/10.1128/mcb.12.7.3273,W1892643523,"André J. van Wijnen, F M van den Ent, Jane B. Lian, Janet L. Stein, Gary S. Stein",article,20.0,5
A5023858070,Mary Cushman,2020-12-29,2020,c-reactive protein and risk of cognitive decline: the regards study,43,https://doi.org/10.1371/journal.pone.0244612,W3117903921,"Miguel Arce Rentería, Sarah Gillett, Leslie A. McClure, Virginia G. Wadley, Stephen P. Glasser, Virginia J. Howard, Brett Kissela, Frederick W. Unverzagt, Nancy S. Jenny, Jennifer J. Manly, Mary Cushman",article,46.0,11
A5063974887,Donna J. Toufexis,2015-10-20,2015,place and response learning in the open-field tower maze,2,https://doi.org/10.3791/53227,W2166431602,"Olga Lipatova, Matthew M. Campolattaro, Donna J. Toufexis, Erin A. Mabry",article,19.0,4
A5046430560,Emily A. Bruce,2016-07-19,2016,a novel phosphoserine motif in the lcmv matrix protein z regulates the release of infectious virus and defective interfering particles,17,https://doi.org/10.1099/jgv.0.000550,W2461550824,"Christopher M. Ziegler, Philip Eisenhauer, Emily A. Bruce, Vedran Beganovic, Benjamin R. King, Marion E. Weir, Bryan A. Ballif, Jason Botten",article,6.0,8
A5026763824,David C. Jangraw,2020-05-09,2020,real-time computer vision feedback of facial expression valence to investigate flat affect in adolescent major depressive disorder,1,https://doi.org/10.1016/j.biopsych.2020.02.556,W3021007163,"David C. Jangraw, Christine Wei, Dylan M. Nielson, Daniel S. Pine, Argyris Stringaris",article,42.0,5
A5069684912,Randall L. Headrick,2009-01-26,2009,fundamental mechanisms of interface roughness,0,https://doi.org/10.2172/944993,W1585638414,Randall L. Headrick,report,25.0,1
A5013355577,Antonio Cepeda‐Benito,1995-12-18,1995,role of drug-administration cues in the associative control of morphine tolerance in the rat,28,https://doi.org/10.1007/bf02246554,W1985218210,"Antonio Cepeda‐Benito, Stephen T. Tiffany",article,3.0,2
A5040821463,Peter Sheridan Dodds,2025-01-31,2025,"misrepresentation of overall and by-gender mortality causes in film using online, crowd-sourced data: quantitative analysis (preprint)",0,https://doi.org/10.2196/70853,W4409977813,"Calla Beauregard, Christopher M. Danforth, Peter Sheridan Dodds",article,26.0,3
A5040821463,Peter Sheridan Dodds,2025-01-03,2025,an assessment of measuring local levels of homelessness through proxy social media signals,0,https://doi.org/10.5206/ijoh.2023.3.16467,W4405988742,"Yoshi M. Bird, Sarah E. Grobe, Matthew Arnold, Sean Rogers, Mikaela Irene Fudolig, Julia Zimmerman, Christopher M. Danforth, Peter Sheridan Dodds",article,26.0,8
A5040821463,Peter Sheridan Dodds,2024-12-26,2024,"collective sleep and activity patterns of college students from wearable
  devices",0,https://doi.org/10.48550/arxiv.2412.17969,W4405783706,"Mikaela Irene Fudolig, Laura S. P. Bloomfield, Matthew Price, Yoshi M. Bird, Johanna E. Hidalgo, Julia Kim, Jordan Llorin, Juniper Lovato, Ellen W. McGinnis, Ryan S. McGinnis, Taylor H. Ricketts, Kathryn Stanton, Peter Sheridan Dodds, Christopher M. Danforth",preprint,25.0,14
A5040821463,Peter Sheridan Dodds,2024-12-18,2024,"tokens, the oft-overlooked appetizer: large language models, the
  distributional hypothesis, and meaning",0,https://doi.org/10.48550/arxiv.2412.10924,W4405468714,"Julia Witte Zimmerman, Denis Hudon, Kathryn E. Cramer, Alejandro J. Ruiz, Calla Beauregard, Ashley Fehr, Mikaela Irene Fudolig, Bradford Demarest, Yoshi Meke Bird, Milo Z. Trujillo, Christopher M. Danforth, Peter Sheridan Dodds",preprint,25.0,12
A5040821463,Peter Sheridan Dodds,2024-11-15,2024,meeting people where they are: crowdsourcing goal-specific personalized wellness practices,0,https://doi.org/10.1371/journal.pdig.0000650,W4404521707,"Johanna Hidalgo, Julia Kim, Jordan Llorin, Kathryn Stanton, Josh Cherian, Laura S. P. Bloomfield, Mikaela Irene Fudolig, Matthew Price, Jennifer Ha, Natalie Noble, Christopher M. Danforth, Peter Sheridan Dodds, Jason Fanning, Ryan S. McGinnis, Ellen W. McGinnis",article,25.0,15
A5040821463,Peter Sheridan Dodds,2024-11-05,2024,"hollywood's misrepresentation of death: a comparison of overall and
  by-gender mortality causes in film and the real world",0,https://doi.org/10.48550/arxiv.2411.10040,W4404569384,"Calla Beauregard, Christopher M. Danforth, Peter Sheridan Dodds",preprint,25.0,3
A5040821463,Peter Sheridan Dodds,2024-10-20,2024,"foregrounding artist opinions: a survey study on transparency, ownership, and fairness in ai generative art",3,https://doi.org/10.1609/aies.v7i1.31691,W4404518214,"Juniper Lovato, Julia Witte Zimmerman, Isabelle Smith, Peter Sheridan Dodds, Jennifer Karson",article,25.0,5
A5040821463,Peter Sheridan Dodds,2024-10-15,2024,predictors of anxiety trajectories in cohort of first-year college students,0,https://doi.org/10.1016/j.jaacop.2024.08.004,W4403482284,"Laura S. P. Bloomfield, Mikaela Irene Fudolig, Julia N. Kim, Jordan Llorin, Juniper Lovato, Ellen W. McGinnis, Ryan S. McGinnis, Matthew Price, Taylor H. Ricketts, Peter Sheridan Dodds, Kathryn Stanton, Christopher M. Danforth",article,25.0,12
A5040821463,Peter Sheridan Dodds,2024-08-30,2024,a quantitative analysis of the affirmative furtherance of fair housing in the housing choice voucher program,0,https://doi.org/10.31235/osf.io/reh75,W4402007193,"Yoshi M. Bird, Ashley Fehr, Julia Witte Zimmerman, Mikaela Irene Fudolig, Sarah E. Grobe, Michael Arnold, Christopher M. Danforth, Peter Sheridan Dodds",preprint,25.0,8
